"","text","favorited","favoriteCount","replyToSN","created_at","truncated","replyToSID","id","replyToUID","statusSource","screen_name","retweetCount","isRetweet","retweeted","longitude","latitude","from_user","reply_to","users_mentioned","retweet_from","hashtags_used"
"1","RT @smokie1413: @Twitch come hang out #supportsmallstreams at https://t.co/2QKKgEie2O @DeadStarGame HYPE #NoMansSky",FALSE,0,NA,2016-04-07 21:47:57,FALSE,NA,"718193619816071168",NA,"<a href=""http://www.kapowstreamteam.com"" rel=""nofollow"">TwitchsFinest Bot</a>","TwitchsFinest",1,TRUE,FALSE,NA,NA,"TwitchsFinest",NA,
